"Disposition","Location","per_loc"
OUT OF VEHICLE,"6581 SWEETZER WAY",2
OUT OF VEHICLE,"6575 W TROPICANA AVE",3
OUT OF VEHICLE,"6575 W TROPICANA",1
OUT OF VEHICLE,"6570 W FLAMINGO RD",7
LUNCH,"657 N TOWN CENTER DR",1
OUT OF VEHICLE,"6568 SWEETZER WAY",5
TRAFFIC PROBLEM,"6564 BRADFORD LN",1
OUT OF VEHICLE,"6561 PLEASEANT PLAINS",1
INVESTIGATION/FOLLOW,"6555 N DECATUR BLVD",1
OUT OF VEHICLE,"6555 E RUSSELL RD",1
OUT OF VEHICLE,"6555 BOULDER HWY",1
WANTED PERSON,"6555 BOULDER HWY",1
OUT OF VEHICLE,"6553 PLEASANT PLAINS WAY",1
OUT OF VEHICLE,"6553 CHINATOWN",1
ASSIST AN OFFICER,"6553 BANNOCK WAY",1
OUT OF VEHICLE,"6552 BURGUNDY WAY",1
OUT OF VEHICLE,"6551 MCCARRAN ST",2
WANTED PERSON,"6551 MCCARRAN ST",1
TRAFFIC PROBLEM,"6550 COWBOY TRL",1
TRAFFIC PROBLEM,"6548 HARTWOOD RD",1
DETAIL,"6545 W SAHARA AVE",1
OUT OF VEHICLE,"6545 BANNOCK WAY",1
OUT OF VEHICLE,"6542 IRONBARK LN",1
TRAFFIC PROBLEM,"6541 ROMANCE CIR",1
OUT OF VEHICLE,"6541 BURGUNDY WAY",1
OUT OF VEHICLE,"6541 ALMA WHITE ST",2
OUT OF VEHICLE,"6537 BISMARK HILLS ST",2
OUT OF VEHICLE,"6536 AUSTIN MOORE ST",1
WANTED PERSON,"6535 CASA LINDA DR",1
OUT OF VEHICLE,"6533 BRANDYWINE WAY",1
BAR/PERIMETER CHECK,"6532 RUBY RED CIR",1
OTHER DISTURBANCE,"6532 RUBY RED CIR",1
OUT OF VEHICLE,"6532 CATHDERAL BLUE AVE",1
DETAIL,"6529 WHEEL BARROW PEAK",1
TRAFFIC PROBLEM,"6529 QUANTUM LN",1
TRAFFIC PROBLEM,"6529 MIRAGRANDE DR",1
OUT OF VEHICLE,"6528 PENROSE LN",1
TRAFFIC PROBLEM,"6528 BURGUNDY WAY",1
OUT OF VEHICLE,"6525 WHITE SWAN CIR",3
INVESTIGATION/FOLLOW,"6525 DOBY PEAK DR",2
TRAFFIC PROBLEM,"6525 DELPHINIUM AVE",1
OUT OF VEHICLE,"6524 HILLVIEW AVE",1
OUT OF VEHICLE,"6524 HILL VIEW AVE",1
TRAFFIC PROBLEM,"6524 BANNOCK WAY",1
OUT OF VEHICLE,"6523 MOCHA BROWN CT",1
TRAFFIC PROBLEM,"6521 VILLA MESA DR",1
TRAFFIC PROBLEM,"6521 ORCHID HILL CIR",1
TRAFFIC PROBLEM,"6521 LOWDEN LN",1
TRAFFIC PROBLEM,"6521 ELTON AVE",1
ASSIST AN OFFICER,"6520 PEPPERMILL DR",1
TRAFFIC PROBLEM,"6520 PEPPERMILL DR",2
TRAFFIC PROBLEM,"6520 CENTENNIAL CENTER BLVD",5
FAMILY DISTURBANCE,"6520 BUCKING HORSE LN",1
OUT OF VEHICLE,"6517 WILD RIVER DR",1
TRAFFIC PROBLEM,"6516 QUANTUM LN",1
OUT OF VEHICLE,"6516 PLAYA DE CARMEN WAY",1
INVESTIGATION/FOLLOW,"6515 S JONES BLVD",1
TRAFFIC PROBLEM,"6513 VILLA MESA DR",1
OTHER DISTURBANCE,"6513 ROY ROGERS DR",1
TRAFFIC PROBLEM,"6513 BURGUNDY WAY",1
WANTED PERSON,"6512 WINTER MOON ST",1
OUT OF VEHICLE,"6512 ROMANCE CIR",1
INVESTIGATION/FOLLOW,"6512 GUMWOOD RD",1
INVESTIGATION/FOLLOW,"651 N PECOS RD",5
OUT OF VEHICLE,"651 E TWAIN AVE",1
OUT OF VEHICLE,"6509 CAPRICORN DR",1
TRAFFIC PROBLEM,"6508 OUIDA WAY",1
OUT OF VEHICLE,"6508 GUMWOOD RD",1
INVESTIGATION/FOLLOW,"6508 FRESH MEADOWS LN",1
OUT OF VEHICLE,"6505 HILL VIEW AVE",1
TRAFFIC STOP,"6505 GUMWOOD RD",1
TRAFFIC PROBLEM,"6504 DOBY PEAK DR",1
TRAFFIC PROBLEM,"6504 BURGUNDY WAY",1
TRAFFIC PROBLEM,"6504 BRANDYWINE WAY",1
OUT OF VEHICLE,"6501 W CHARLESTON BLVD",4
WANTED PERSON,"6501 W CHARLESTON BLVD",2
OUT OF VEHICLE,"6501 VEGAS DR",6
OUT OF VEHICLE,"6501 ROYAL PALMS",1
OUT OF VEHICLE,"6501 BRISTOL WAY",1
INVESTIGATION/FOLLOW,"6501 ALPINE WINTER CT",3
OUT OF VEHICLE,"6500 W LAKE MEAD BLVD",1
INVESTIGATION/FOLLOW,"6500 W CHARLESTON BLVD",2
OUT OF VEHICLE,"6500 W CHARLESTON BLVD",12
OUT OF VEHICLE,"6500 W CHARLESTON",1
OUT OF VEHICLE,"6500 VEGAS DR",3
WANTED PERSON,"6500 VEGAS DR",1
OUT OF VEHICLE,"6500 RIO VISTA ST",2
WANTED PERSON,"6500 N DECATUR BLVD",1
TRAFFIC PROBLEM,"6500 MOON ROSES CT",1
TRAFFIC PROBLEM,"6500 HILL VIEW AVE",1
TRAFFIC PROBLEM,"6500 CONTESSING",1
TRAFFIC PROBLEM,"6500 CANOPUS WAY",2
OUT OF VEHICLE,"6500 BOULDER HWY",1
OUT OF VEHICLE,"650 WILSHIRE BLVD",5
OUT OF VEHICLE,"650 WHITNEY RANCH DR",5
OUT OF VEHICLE,"650 W AZURE AVE",1
OUT OF VEHICLE,"650 E AZURE AVE",6
OUT OF VEHICLE,"65 SUZY CT",1
OUT OF VEHICLE,"65 PRINCE LN",1
ASSIST AN OFFICER,"65 30TH ST",1
RECOVERED STOLEN VEH,"65 30TH ST",1
TRAFFIC PROBLEM,"65 30TH ST",8
INVESTIGATION/FOLLOW,"6480 SKY POINTE DR",4
OUT OF VEHICLE,"6480 ARROW COTTAGE CT",1
TRANSPORT,"6480 ANNIE OAKLEY DR",1
TRAFFIC PROBLEM,"648 BRENNER WAY",2
TRAFFIC PROBLEM,"6476 BURLWOOD WAY",1
OUT OF VEHICLE,"6473 CEDAR BREAKS AVE",1
TRAFFIC PROBLEM,"647 BELL DR",1
OUT OF VEHICLE,"6465 PRONGHORN RIDGE AVE",1
INVESTIGATION/FOLLOW,"6464 S DECATUR BLVD",1
ANIMAL COMPLAINT,"6460 BURLWOOD WAY",1
OUT OF VEHICLE,"6459 GOLDFIELD ST",1
TRAFFIC PROBLEM,"6457 SAPPHIRE ST",1
INVESTIGATION/FOLLOW,"6455 N DECATUR BLVD",1
OUT OF VEHICLE,"6452 CASAMAR ST",1
OUT OF VEHICLE,"6448 SAPPHIRE ST",1
TRAFFIC PROBLEM,"6448 SAPPHIRE ST",1
OUT OF VEHICLE,"6448 CASADA WAY",2
OUT OF VEHICLE,"6445 W SAPPHIRE ST",1
OUT OF VEHICLE,"6445 SAPPHIRE ST",1
OUT OF VEHICLE,"6445 HARTWOOD RD",2
TRAFFIC PROBLEM,"6445 HARTWOOD RD",1
INVESTIGATION/FOLLOW,"6445 GRAND OAKS DR",1
TRAFFIC PROBLEM,"6444 RANCHO SANTA FE DR",1
TRAFFIC PROBLEM,"6444 HARTMAN ST",1
OUT OF VEHICLE,"6444 CASADA WAY",5
TRAFFIC PROBLEM,"6441 PEACHWOOD RD",2
OUT OF VEHICLE,"6441 BURGUNDY WAY",1
OUT OF VEHICLE,"6440 SKY POINTE DR",1
OUT OF VEHICLE,"6440 POLARIS AVE",1
ASSIST AN OFFICER,"6440 N DURANGO DR",1
WANTED PERSON,"644 W FLAMINGO RD",1
OUT OF VEHICLE,"6437 W EL CAMPO GRANDE AVE",2
TRAFFIC PROBLEM,"6437 PLUMCREST RD",1
TRAFFIC PROBLEM,"6437 EVERGREEN AVE",1
OUT OF VEHICLE,"6437 EL CAMINO GRANDE",1
OUT OF VEHICLE,"6436 SIERRA DIABLO AVE",1
TRANSPORT,"6436 NEWVILLE",1
TRAFFIC PROBLEM,"6436 EVERGREEN AVE",1
OUT OF VEHICLE,"6435 NEWVILLE AVE",2
TRANSPORT,"6435 NEWVILLE AVE",8
WARRANT PICKUP,"6435 NEWVILLE AVE",1
TRANSPORT,"6435 NEWVILLE",1
OUT OF VEHICLE,"6433 W EL CAMPO GRANDE AVE",2
OUT OF VEHICLE,"6433 SAPPHIRE ST",1
OUT OF VEHICLE,"6433 HARTMAN ST",2
OUT OF VEHICLE,"6429 WHEELBARROW PEAK DR",1
OUT OF VEHICLE,"6428 TUMBLEGRASS CT",1
OUT OF VEHICLE,"6428 BRISTLEBIRD ST",1
TRAFFIC PROBLEM,"6425 PLEASANT GROVE CT",1
OUT OF VEHICLE,"6425 EVERGREEN AVE",1
OUT OF VEHICLE,"6425 ANGEL MOUNTAIN AVE",1
TRAFFIC PROBLEM,"6424 YARMOUTH DR",1
INVESTIGATION/FOLLOW,"6424 DINNING AVE",1
OUT OF VEHICLE,"6424 CASADA WAY",1
TRAFFIC PROBLEM,"6424 CASADA WAY",1
TRAFFIC PROBLEM,"6424 BRISTOL WAY",1
OUT OF VEHICLE,"6424 ALTA DR",2
TRAFFIC PROBLEM,"6421 PEACHWOOD RD",1
WANTED PERSON,"6420 INDIAN PEAK CT",1
OUT OF VEHICLE,"6420 E TROPICANA AVE",2
OUT OF VEHICLE,"6420 CASADA WAY",1
OUT OF VEHICLE,"642 CHAMERO MESA ST",1
ASSIST AN OFFICER,"6416 VICUNA DR",1
OUT OF VEHICLE,"6416 VICUNA DR",2
TRAFFIC PROBLEM,"6416 VICUNA DR",1
INVESTIGATION/FOLLOW,"6416 CASADA WAY",2
TRAFFIC PROBLEM,"6416 BRANDYWINE WAY",1
TRAFFIC PROBLEM,"6416 BAMBOO PL",2
OUT OF VEHICLE,"6415 CASADA WAY",1
TRAFFIC PROBLEM,"6413 VINECREST AVE",1
TRAFFIC PROBLEM,"6413 VILLA MESA DR",1
WANTED PERSON,"6413 PINE WILLOWS CT",1
OUT OF VEHICLE,"6412 DINNING AVE",2
TRAFFIC PROBLEM,"6412 CASADA WAY",1
TRAFFIC PROBLEM,"6411 THOM",1
OUT OF VEHICLE,"6405 W HAMMER LN",1
WARRANT PICKUP,"6405 W HAMMER LN",1
TRAFFIC PROBLEM,"6401 EVERGREEN AVE",1
TRAFFIC PROBLEM,"6401 BRISTOL WAY",1
TRAFFIC PROBLEM,"6400 W LONE MOUNTAIN RD",1
TRAFFIC STOP,"6400 W CRAIG RD",1
INVESTIGATION/FOLLOW,"6400 STARCREST DR",1
NON-CRIMINAL DETAIL,"6400 RANGE ROAD",1
BURGLARY,"6400 CENTENNIAL CENTER BLVD",1
TRAFFIC PROBLEM,"6400 CENTENNIAL CENTER BLVD",2
OUT OF VEHICLE,"6400 BAMBOO PL",1
TRAFFIC PROBLEM,"6400 BALZAR AVE",1
OUT OF VEHICLE,"64 LAFAETTE ST",3
TRAFFIC PROBLEM,"6398 CARMEN BLVD",1
OUT OF VEHICLE,"6396 CASCADE RUN AVE",1
TRAFFIC PROBLEM,"6396 CARMEN BLVD",1
INVESTIGATION/FOLLOW,"6390 N DURANGO DR",1
OUT OF VEHICLE,"6390 BUZZ ALDRIN DR",3
OUT OF VEHICLE,"6389 WEST TWAIN",1
OUT OF VEHICLE,"6389 W TWAIN AVE",2
OUT OF VEHICLE,"6387 CANYON DAWN AVE",1
OUT OF VEHICLE,"6385 CASCADERUN",1
OUT OF VEHICLE,"6385 CASCADE RUN AVE",1
INVESTIGATION/FOLLOW,"6381 E CENTENNIAL PKWY",1
TRAFFIC PROBLEM,"6380 VIOLET BLOSSOM DR",1
INVESTIGATION/FOLLOW,"6380 S RAINBOW BLVD",1
OUT OF VEHICLE,"6380 MAGGIE AVE",1
TRAFFIC STOP,"6376 W CHARLESTON",1
OUT OF VEHICLE,"6375 BLUE TWILIGHT CT",1
INVESTIGATION/FOLLOW,"6371 N DECATUR BLVD",1
OUT OF VEHICLE,"6368 CARMEN BLVD",1
TRAFFIC PROBLEM,"6364 CARMEN BLVD",1
ASSIST AN OFFICER,"6363 W WASHINGTON AVE",1
OUT OF VEHICLE,"6363 NEWVILLE AVE",1
OUT OF VEHICLE,"6363 CLARICE AVE",3
OUT OF VEHICLE,"6361 CASCADE RUN AVE",1
INVESTIGATION/FOLLOW,"6360 W CHARLESTON BLVD",1
OUT OF VEHICLE,"6360 GREYHAWK AVE",1
TRAFFIC PROBLEM,"6357 VICUNA DR",1
TRAFFIC PROBLEM,"6356 VICUNA DR",2
OUT OF VEHICLE,"6354 WHISPERING CREEK ST",1
OUT OF VEHICLE,"6353 GREYHAWK AVE",1
INVESTIGATION/FOLLOW,"6351 VEGAS VALLEY DR",3
SUSPICIOUS PERSON,"6351 HYDE AVE",1
INVESTIGATION/FOLLOW,"6350 W TROPICAL PKWY",1
BAR/PERIMETER CHECK,"6350 VEGAS VALLEY DR",1
OUT OF VEHICLE,"6350 S RILEY ST",1
COMMUNITY CONTACT,"6350 N FORT APACHE RD",1
NON-CRIMINAL DETAIL,"6350 HYDE AVE",1
TRAFFIC PROBLEM,"6348 GREYHAWK AVE",1
OUT OF VEHICLE,"6346 DALLASWOOD LN",1
OUT OF VEHICLE,"6346 APPLE ORCHARD DR",1
OUT OF VEHICLE,"6345 N EL CAPITAN WAY",1
TRAFFIC PROBLEM,"6345 BRANDYWINE WAY",1
INVESTIGATION/FOLLOW,"6344 W SAHARA AVE",1
TRAFFIC PROBLEM,"6341 HOBART AVE",1
WANTED PERSON,"6340 SHAWNEE AVE",1
DETAIL,"634 N EASTERN AVE",1
OUT OF VEHICLE,"634 N 4TH ST",1
OUT OF VEHICLE,"6339 W WASHINGTON AVE",1
OUT OF VEHICLE,"6339 SYCAMORE GROVE CT",1
OUT OF VEHICLE,"6338 BURSTING NOVA CT",1
TRAFFIC PROBLEM,"6337 MOLINO ST",1
TRAFFIC PROBLEM,"6336 MONARCH CREEM ST",1
OUT OF VEHICLE,"6336 FAIRWOOD AVE",1
TRAFFIC PROBLEM,"6333 BRANDYWINE WAY",1
OUT OF VEHICLE,"6332 FOOTHILL BLVD",1
TRAFFIC PROBLEM,"6332 CASADA WAY",1
ASSIST AN OFFICER,"633 N DECATUR BLVD",1
TRAFFIC PROBLEM,"633 N 22ND ST",1
TRAFFIC PROBLEM,"6329 W WASHINGTON AVE",1
TRAFFIC PROBLEM,"6328 CASADA WAY",1
OUT OF VEHICLE,"6327 CLIMBING VINE AVE",1
OUT OF VEHICLE,"6326 S PECOS RD",1
TRAFFIC PROBLEM,"6325 GREYHAWK AVE",1
KEEP THE PEACE,"6325 ANACONDA ST",1
OUT OF VEHICLE,"6324 ELTON AVE",1
TRAFFIC PROBLEM,"6324 CLARICE AVE",1
DIRECTED PATROL ACTI,"6324 CASADA WAY",1
TRAFFIC PROBLEM,"6324 CASADA WAY",1
TRAFFIC PROBLEM,"6321 PORTOLA RD",1
OUT OF VEHICLE,"6321 DOUBLE OAK ST",1
TRAFFIC PROBLEM,"6321 DON ZAREMBO AVE",1
PERSON W/GUN,"6320 SANTA CRUZ AVE",1
OUT OF VEHICLE,"6320 EUGENE AVE",1
TRAFFIC PROBLEM,"6320 DAYTON AVE",1
OUT OF VEHICLE,"6320 CLARICE AVE",1
OUT OF VEHICLE,"6320 BRISTOL WAY",1
OUT OF VEHICLE,"6320 BOURBON WAY",2
DETAIL,"632 H STREET",1
SICK OR INJURED PERS,"632 H ST",1
TRAFFIC PROBLEM,"6318 CASADA WAY",1
OUT OF VEHICLE,"6317 MIRALOMA ST",2
OUT OF VEHICLE,"6317 CROMWELL AVE",1
OUT OF VEHICLE,"6317 ARLINGTON AVE",2
OUT OF VEHICLE,"6313 CROMWELL AVE",1
OUT OF VEHICLE,"6313 CLIMBING VINE AVE",1
TRAFFIC PROBLEM,"6313 ARLINGTON AVE",1
OUT OF VEHICLE,"6312 MONARCH",1
OUT OF VEHICLE,"6312 GARWOOD AVE",1
TRAFFIC PROBLEM,"6312 FAIRWOOD AVE",1
DETAIL,"6310 W CHARLESTON BLVD",1
OUT OF VEHICLE,"6310 SILVERFIELD DR",2
OUT OF VEHICLE,"631 N STEPHANIE ST",1
TRANSPORT,"6308 CLARICE AVE",1
TRAFFIC PROBLEM,"6305 ESPINOSA AVE",1
INVESTIGATION/FOLLOW,"6305 ELTON AVE",1
TRAFFIC PROBLEM,"6305 CARL AVE",1
INVESTIGATION/FOLLOW,"6305 CAMBRIA AVE",1
OUT OF VEHICLE,"6304 DAYTON AVE",1
OUT OF VEHICLE,"6304 ANZA LN",2
PERSON ON FOOT,"6301 W LAKE MEAD BLVD",1
SICK OR INJURED PERS,"6301 W CHARLESTON BLVD",1
TRAFFIC PROBLEM,"6301 FACTOR AVE",1
OUT OF VEHICLE,"6300 W TROPICANA AVE",4
OUT OF VEHICLE,"6300 W TROPICANA",1
DETAIL,"6300 W LAKE MEAD BLVD",1
INVESTIGATION/FOLLOW,"6300 W LAKE MEAD BLVD",1
OUT OF VEHICLE,"6300 W LAKE MEAD BLVD",5
DETAIL,"6300 W CHARLESTON BLVD",1
TRAFFIC PROBLEM,"6300 VIOLET BLOSSOM DR",1
TRAFFIC PROBLEM,"6300 TOPWEED AVE",1
TRAFFIC PROBLEM,"6300 MEADOWSWEET WAY",1
OUT OF VEHICLE,"6300 MCCARRAN ST",6
WANTED PERSON,"6300 MCCARRAN ST",1
RECOVERED STOLEN VEH,"6300 LANNING LN",1
STOLEN PLATES,"6300 LANNING LN",1
OUT OF VEHICLE,"6300 BURGUNDY WAY",2
TRAFFIC PROBLEM,"6300 BURGUNDY WAY",2
DETAIL,"630 S 4TH ST",1
TRAFFIC PROBLEM,"630 N 4TH ST",1
TRAFFIC PROBLEM,"63 30TH ST",1
OUT OF VEHICLE,"6294 GALILEO DR",3
TRAFFIC PROBLEM,"629 WANDERING VIOLETS WAY",1
TRAFFIC PROBLEM,"629 TRIEST CT",1
OUT OF VEHICLE,"629 S MAIN ST",4
OUT OF VEHICLE,"629 POANA AVE",1
PERSON ON FOOT,"629 N LAS VEGAS BLVD",1
OUT OF VEHICLE,"629 LINESHACK LN",1
INVESTIGATION/FOLLOW,"6286 MESOSPHERE CT",1
OUT OF VEHICLE,"6283 W WASHINGTON AVE",2
TRAFFIC PROBLEM,"628 SISTINE ST",1
TRAFFIC PROBLEM,"628 MARION DR",1
TRAFFIC PROBLEM,"628 BILJAC ST",1
INVESTIGATION/FOLLOW,"6275 CENTENNIAL CENTER BLVD",2
OUT OF VEHICLE,"6275 BOULDER HWY",3
OUT OF VEHICLE,"6274 MT PALOMAR",1
OUT OF VEHICLE,"6273 DOLLAR BILL CT",2
OUT OF VEHICLE,"6270 ARCADIA AVE",1
INVESTIGATION/FOLLOW,"6260 HARGROVE AVE",1
OUT OF VEHICLE,"626 WEATHERVANE CT",1
MISC. ADMIN MATTER,"626 CROSSBRIDGE DRIVE",1
OUT OF VEHICLE,"6255 W TROPICANA AVE",4
OUT OF VEHICLE,"6255 W TROPICANA",1
OUT OF VEHICLE,"6255 W ARBY AVE",1
TRAFFIC PROBLEM,"6253 HOBART AVE",1
TRAFFIC PROBLEM,"6252 LAWTON AVE",1
OUT OF VEHICLE,"6250 W FLAMINGO RD",2
DETAIL,"6250 W CHARLESTON BLVD",1
FIRE,"6250 HARGROVE AVE",1
INVESTIGATION/FOLLOW,"6250 HARGROVE AVE",1
OUT OF VEHICLE,"6250 HARGROVE AVE",7
OUT OF VEHICLE,"6250 GUNDERSON BLVD",1
TRAFFIC PROBLEM,"625 SPONSELLER ST",1
WANTED PERSON,"625 PRINCESS AVE",1
TRAFFIC PROBLEM,"625 N 16TH ST",1
OUT OF VEHICLE,"625 N 11TH ST",1
OUT OF VEHICLE,"6249 ELTON AVE",1
OUT OF VEHICLE,"6245 SAGINAW DR",1
OUT OF VEHICLE,"6244 BRISTOL WAY",2
OUT OF VEHICLE,"6243 RADIANT RAPTURE AVE",1
TRAFFIC PROBLEM,"6241 SIERRA PINES CT",1
TRAFFIC PROBLEM,"6241 MCALLISTER AVE",1
OUT OF VEHICLE,"6240 ILANOS LN",1
WANTED PERSON,"6240 ILANOS LN",1
TRAFFIC PROBLEM,"6240 CARMEN BLVD",1
OUT OF VEHICLE,"6240 BELLOTA DR",1
OUT OF VEHICLE,"624 STEWART AVE",1
INVESTIGATION/FOLLOW,"624 N TONOPAH DR",1
OUT OF VEHICLE,"624 N 13TH ST",1
TRAFFIC PROBLEM,"6237 OLD TRAIL RD",1
OUT OF VEHICLE,"6237 LITTLEWATER LN",1
TRAFFIC PROBLEM,"6237 BELLOTA DR",3
OUT OF VEHICLE,"6236 YERBA LN",7
ASSIST AN OFFICER,"6236 ILANOS LN",1
OUT OF VEHICLE,"6236 EAGLE CROSSING ST",7
TRAFFIC PROBLEM,"6236 DAYTON AVE",1
OUT OF VEHICLE,"6236 CARMEN BLVD",2
OUT OF VEHICLE,"6235 YERBA LN",1
TRAFFIC PROBLEM,"6233 ILANOS LN",1
TRAFFIC PROBLEM,"6233 BOURBON WAY",1
OUT OF VEHICLE,"6232 YERBA LN",1
TRAFFIC PROBLEM,"6232 YERBA LN",1
OUT OF VEHICLE,"6232 SHAWNEE AVENUE",1
OUT OF VEHICLE,"6232 SHAWNEE AVE",3
OUT OF VEHICLE,"6232 RASSLER AVE",1
TRAFFIC PROBLEM,"6232 PEGGOTTY AVE",1
OUT OF VEHICLE,"6231 SANTA CRUZ AVE",1
INVESTIGATION/FOLLOW,"6229 VALLEY GROVE CT",1
OUT OF VEHICLE,"6229 ROCKY MOUNTAIN AVE",2
TRAFFIC PROBLEM,"6229 CASADA WAY",1
TRAFFIC PROBLEM,"6229 BRANDYWINE WAY",1
OUT OF VEHICLE,"6228 STANDING ELM ST",1
OUT OF VEHICLE,"6228 LITTLE WATER LN",1
OUT OF VEHICLE,"6228 BELLOTA DR",1
OUT OF VEHICLE,"6225 VISTA VERDE NORTH",1
OUT OF VEHICLE,"6225 VISTA VERDE",2
WANTED PERSON,"6225 BLISS ST",1
TRAFFIC PROBLEM,"6224 SMALL POINT DR",1
OUT OF VEHICLE,"6224 HOBART AVE",1
TRAFFIC PROBLEM,"6224 FARGO AVE",1
OUT OF VEHICLE,"6224 FAIRWOOD AVE",1
TRAFFIC PROBLEM,"6224 CARL AVE",1
OUT OF VEHICLE,"6223 E SAHARA AVE",1
OUT OF VEHICLE,"6223 BLACK MANE WAY",1
OUT OF VEHICLE,"6221 YERBA LN",2
OUT OF VEHICLE,"6221 W OAKEY BLVD",1
OTHER DISTURBANCE,"6221 TIERRA LN",1
TRAFFIC PROBLEM,"6221 SPANISH MOSS AVE",1
TRAFFIC PROBLEM,"6221 FACTOR AVE",1
OUT OF VEHICLE,"6220 DON ZAREMBO AVE",1
OUT OF VEHICLE,"6220 DARBY CREEK CT",2
WANTED PERSON,"6220 DARBY CREEK CT",1
OUT OF VEHICLE,"6220 BOULDER RISE ST",1
OUT OF VEHICLE,"6217 SMOKE RANCH RD",2
TRAFFIC PROBLEM,"6217 CAPRINO AVE",1
TRAFFIC PROBLEM,"6217 BURGUNDY WAY",1
ASSIST AN OFFICER,"6217 BRANDYWINE WAY",1
TRAFFIC PROBLEM,"6217 BELLOTA DR",1
WANTED PERSON,"6216 SHADOW OAK DR",1
TRAFFIC PROBLEM,"6216 DAYTON AVE",1
TRAFFIC PROBLEM,"6216 BLAIR WAY",1
ACCIDENT HIT/RUN,"6213 SMOKE RANCH RD",1
OUT OF VEHICLE,"6213 SESPE ST",3
TRAFFIC PROBLEM,"6213 LONG VALLEY DR",1
TRAFFIC PROBLEM,"6213 BURGUNDY WAY",1
TRAFFIC PROBLEM,"6212 ILANOS LN",1
TRAFFIC PROBLEM,"6212 ELTON AVE",1
TRAFFIC PROBLEM,"6212 CASADA WAY",2
OUT OF VEHICLE,"6212 CAMINO DE ROSA DR",1
TRAFFIC PROBLEM,"6212 BELLOTA DR",2
TRAFFIC PROBLEM,"6212 BANNOCK WAY",1
ACCIDENT,"6211 VEGAS VALLEY DR",1
TRAFFIC PROBLEM,"621 WEATHERSTONE DR",1
OUT OF VEHICLE,"621 SPONSELLER ST",2
DETAIL,"621 S 10TH ST",1
NON-CRIMINAL DETAIL,"621 N YALE ST",1
OUT OF VEHICLE,"6209 TIERRA LN",1
WANTED PERSON,"6209 ILANOS LN",1
OUT OF VEHICLE,"6209 DON GASPAR AVE",1
TRAFFIC PROBLEM,"6209 CASADA WAY",1
OUT OF VEHICLE,"6208 TOPAZ VALLEY AVE",1
TRAFFIC PROBLEM,"6208 ARLINGTON AVE",1
OUT OF VEHICLE,"6206 RASSLER AVE",1
OUT OF VEHICLE,"6205 MEADOW BROOK LN",3
OUT OF VEHICLE,"6205 LONG VALLEY DR",1
TRAFFIC PROBLEM,"6204 SIR LANCELOT CIR",1
ASST AN OFFICER,"6204 RASSLER AVE",1
OUT OF VEHICLE,"6204 RASSLER AVE",2
TRAFFIC PROBLEM,"6204 MCALLISTER AVE",1
OUT OF VEHICLE,"6201 SAGINAW DR",2
OUT OF VEHICLE,"6201 E LAKE MEAD BLVD",3
TRAFFIC PROBLEM,"6201 ARLINGTON AVE",1
DETAIL,"6200 W. CHARLESTON",1
DETAIL,"6200 W LONE MOUNTAIN RD",1
TRAFFIC PROBLEM,"6200 SMALL POINT DR",1
TRAFFIC PROBLEM,"6200 N TORREY PINES DR",1
TRAFFIC PROBLEM,"6200 LORILLE LN",1
OUT OF VEHICLE,"6200 HARGROVE AVE",1
TRAFFIC PROBLEM,"6200 CROMWELL AVE",1
DETAIL,"6200 CHARLESTON",1
ASSIST A CITIZEN,"6200 CAPRINO AVE",1
OTHER DISTURBANCE,"6200 CAMBRIA AVE",1
TRAFFIC PROBLEM,"620 SLAYTON DR",1
TRAFFIC STOP,"620 N LAS VEGAS BLVD",1
TRAFFIC PROBLEM,"620 MCDERMIT ST",1
TRAFFIC PROBLEM,"620 LACY LN",1
INVESTIGATION/FOLLOW,"620 HITCHEN POST DR",1
DIRECTED PATROL ACTI,"620 E TWAIN AVE",1
PERSON ON FOOT,"620 BELROSE ST",1
OUT OF VEHICLE,"6191 BACK WOODS RD",1
WANTED PERSON,"6190 BRONCO LOCO CT",1
OUT OF VEHICLE,"6185 SUGARTREE AVE",1
INVESTIGATION/FOLLOW,"6180S S FORT APACHE RD",1
OUT OF VEHICLE,"6180 YELLOWSTONE AVE",1
TRAFFIC PROBLEM,"618 PARK PASEO",1
OUT OF VEHICLE,"6176 CALM BREEZE AVE",1
INVESTIGATION/FOLLOW,"6171 W CHARLESTON BLVD",1
OUT OF VEHICLE,"6171 NEWVILLE AVE",2
OUT OF VEHICLE,"6170 W LAKE MEAD BLVD",1
OUT OF VEHICLE,"6170 ADAMS BAY AVE",1
OUT OF VEHICLE,"617 VAN ERT AVE",4
OTHER DISTURBANCE,"617 S 7TH ST",1
TRAFFIC PROBLEM,"617 N 12TH ST",1
SUSPICIOUS VEHICLE,"617 N 11TH ST",1
OUT OF VEHICLE,"617 JEFFERSON AVE",1
TRAFFIC PROBLEM,"6166 GLENDALE CIR",1
TRAFFIC PROBLEM,"6165 SHAWNEE AVE",1
DETAIL,"6161 W CHARLESTON BLVD",1
OUT OF VEHICLE,"6161 W CHARLESTON BLVD",1
OUT OF VEHICLE,"6161 SMOKE RANCH RD",2
TRAFFIC PROBLEM,"6161 SMOKE RANCH RD",1
TRAFFIC PROBLEM,"6160 CROMWELL AVE",1
TRAFFIC PROBLEM,"616 S 3RD ST",2
TRAFFIC PROBLEM,"616 GARRISON ST",1
LUNCH,"616 CARSON AVE",1
BAR/PERIMETER CHECK,"616 CAMPBELL DR",1
